점착제,작업자,분류,설명,이론 고형분(%),측정 고형분(%),수율(%),전환율(%),응집량(%),pH,Tg,점도(cP),초기 유화제 농도,입도(nm),Scale,모노머,용제,개시제,유화제 및 첨가제,반응시간,온도
S250604B,이민지,난부착용,[917기반] 911 조성 + EMA 4.5% + NDM 0.2%,0.46,0.47,0.75,1.02,0.01,8-9,-48.87,50.0,0.00377,,332.8,BA 94.2 / EMA 4.5 / AA 1.3 / NDM 0.2,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt% / NH4OH(P/E) 3.235g,4.75시간,83.0
S250604A,이민지,난부착용,[917기반] 911 조성 + EMA 4.5% + NDM 0.1%,0.46,0.45,0.74,0.97,0.0011,8-9,-48.87,50.0,0.00377,,332.93,BA 94.2 / EMA 4.5 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 025.wt% / NH4OH(P/E) 3.235g,4.75시간,83.0
S250529H,이민지,난부착용,[917기반] 911 조성 + EMA 4.5% + NDM 0% + AA 1.3% + 2-HEMA 2%,0.47,0.45,0.7,0.97,0.0064,8-9,-47.36,80.0,0.00377,,328.94,BA 92.2 / EMA 4.5 / AA 1.3 / 2-HEMA 2,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt%,4.75시간,83.0
S250529G,이민지,난부착용,[917기반] 911 조성 + EMA 4.5% + NDM 0% + AA 0% + 2-HEMA 2%,0.47,0.41,0.57,0.87,0.0016,8-9,-49.54,20.0,0.00377,,328.65,BA 93.5 / EMA 4.5 / 2-HEMA 2,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250529F,이민지,난부착용,[917기반] 911 조성 + EMA 4.5% + NDM 0%,0.47,0.43,0.77,0.91,0.0019,,-48.87,50.0,0.00377,,329.11,BA 94.2 / EMA 4.5 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.22wt%,4.75시간,83.0
S250529E,이민지,난부착용,[917기반] 911 조성 + 부모노머 0%,0.46,0.44,0.8,0.95,0.0016,8-9,-52.86,50.0,0.00377,,553.26,BA 98.7 / AA 1.3 / NDM 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.16wt% / NH4OH(P/E) 5.40g,4.75시간,83.0
S250529D,이민지,난부착용,[917기반] 911 조성 + EMA 4.5% + BA>2-EHA,0.46,0.46,0.73,0.98,0.0041,8-9,-61.0,100.0,0.00377,,332.73,2-EHA 94.2 / EMA 4.5 / AA 1.3 / NDM 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt% / NH4OH(P/E) 3.24g,4.75시간,83.0
S250529C,이민지,난부착용,[917기반] 911 조성 + BMA 4.5% + BA>2-EHA,0.46,0.46,0.72,0.99,0.0046,8-9,-63.23,50.0,0.00377,,332.72,2-EHA 94.2 / BMA 4.5 / AA 1.3 / NDM 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt% / NH4OH(P/E) 3.24g,4.75시간,83.0
S250529B,이민지,난부착용,[917기반] 911 조성 + IBOA 4.5%,0.46,0.44,0.74,0.96,0.0037,8-9,-50.24,50.0,0.00377,,332.62,BA 94.2 / IBOA 4.5 / AA 1.3 / NDM 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt% / NH4OH(P/E) 3.24g,4.75시간,83.0
S250529A,이민지,난부착용,[917기반] 911 조성 + LMA 4.5%,0.46,0.45,0.73,0.98,0.0028,8-9,-53.05,150.0,0.00377,,332.48,BA 94.2 / LMA 4.5 / AA 1.3 / NDM 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt% / NH4OH(P/E) 3.24g,4.75시간,83.0
S250528B,이민지,난부착용,[917기반] 911 조성 + EMA 4.5%,0.46,0.45,0.79,0.96,0.0032,8-9,-48.87,50.0,0.00377,,332.79,BA 94.2 / EMA 4.5 / AA 1.3 / NDM 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt% / NH4OH(P/E) 3.24g,4.75시간,83.0
S250528A,이민지,난부착용,[917기반] 911 조성 + BMA 4.5%,0.46,0.45,0.77,0.96,0.0032,8-9,-50.53,100.0,0.00377,,332.81,BA 94.2 / BMA 4.5 / AA 1.3 / NDM 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.22wt% / NH4OH(P/E) 3.24g,4.75시간,83.0
S250527H,박다영,칼라강판용,[913기반] GMA 3% + AA 1% + CHMA 12% + BA:2-EHA=1:1,0.47,0.46,0.68,0.97,0.0069,8-9,-46.19,50.0,0.00377,,325.38,BA 42 / 2-EHA 42 / CHMA 12 / GMA 3 / AA 1,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250527G,노항우,바이오모노머적용,[909기반] IBXA 30%,0.47,0.41,0.57,0.88,0.0032,8-9,,50.0,0.00414,,219.65,BA 33.35 / 2-EHA 33.35 / IBXA 30 / 2-HEMA 2 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.15wt%,4.75시간,83.0
S250526B,노항우,장기보관성개선,[911기반] MMA 0%,0.48,0.46,0.72,0.95,0.0099,8-9,-52.86,50.0,0.0025,,316.14,BA 98.7 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.20wt%,4.75시간,83.0
S250526A,노항우,장기보관성개선,[919기반] CHMA 15%,0.46,0.42,0.6,0.89,0.07,8-9,,50.0,0.00414,,330.31,BA 41.48 / 2-EHA 41.48 / CHMA 15 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250523G,박다영,칼라강판용,[913기반] GMA 3% + AA 1% + CHMA 5% + BA:2-EHA=1:1,0.47,0.46,0.73,0.97,0.03,8-9,-52.79,25.0,0.00377,,328.65,BA 45.5 / 2-EHA 45.5 / CHMA 5 / GMA 3 / AA 1,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250523F,노항우,장기보관성개선,[919기반] CHMA 15% : NG(저고형분),0.47,,,,,,,,0.00414,,326.98,BA 41.48 / 2-EHA 41.48 / CHMA 15 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.wt%,4.75시간,83.0
S250521H,노항우,바이오모노머적용,[909기반] IBXA 30% : NG(저고형분),0.47,0.36,,,,,,,0.00414,,217.98,BA 33.35 / 2-EHA 33.35 / IBXA 30 / 2-HEMA 2 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.wt%,4.75시간,83.0
S250520A,이민지,장기보관성개선,[911기반] EMA 4.5wt% + HDDA 0.75% : NG,0.48,0.45,0.64,0.93,0.0011,8-9,,50.0,0.0025,,316.29,BA 93.45 / EMA 4.5 / AA 1.3 / HDDA 0.75,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.21wt%,4.75시간,83.0
S250519H,노항우,난부착용,[917기반] 911 조성,0.46,0.43,0.77,0.93,0.0016,8-9,,25.0,0.00377,,333.02,BA 89.7 / MMA 9 / AA 1.3 / NDM 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt% / NH4OH(P/E) 3.24g,4.75시간,83.0
S250519G,박다영,칼라강판용,[913기반] GMA 3% + AA 1% + CHMA 5% + HDDA 0.75%,0.47,0.44,0.74,0.95,0.03,8-9,,25.0,0.00377,,328.78,BA 90.25 / CHMA 5 / GMA 3 / AA 1 / HDDA 0.75,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250519C,이민지,장기보관성개선,[911기반] EA 4.5wt% + HDDA 0.75%,0.48,0.44,0.69,0.92,0.11,8-9,,50.0,0.0025,,316.52,BA 93.45 / EA 4.5 / AA 1.3 / HDDA 0.75,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.23wt%,4.75시간,83.0
S250519B,이민지,장기보관성개선,[911기반] EMA 4.5wt% + HDDA 0.75% : NG(응집),0.48,,,,,,,,0.0025,,312.77,BA 93.45 / EMA 4.5 / AA 1.3 / HDDA 0.75,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250519A,이민지,장기보관성개선,[911기반] MMA 4.5wt% + HDDA 0.75%,0.48,0.45,0.45,0.94,0.09,8-9,,50.0,0.0025,,316.48,BA 93.45 / MMA 4.5 / AA 1.3 / HDDA 0.75,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.22wt%,4.75시간,83.0
S250516H,노항우,장기보관성개선,[919기반] CHMA 10%,0.46,0.43,0.69,0.91,0.06,8-9,,25.0,0.00414,,330.35,BA 43.98 / 2-EHA 43.98 / CHMA 10 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.wt%,4.75시간,83.0
S250516G,노항우,장기보관성개선,[919],0.46,0.42,0.63,0.91,0.07,8-9,,25.0,0.00414,,330.35,BA 38.98 / 2-EHA 38.98 / CHMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.wt%,4.75시간,83.0
S250609A,이민지,난부착용,[917기반] 911 조성 + MMA 0% + NDM 0.1%,0.46,0.44,0.73,0.94,0.0007,8-9,-52.86,40.0,0.00377,,332.74,BA 98.7 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt% / NH4OH(P/E) 3.233g,4.75시간,83.0
S250609B,이민지,난부착용,[917기반] 911 조성 + IBOA 4.5% + NDM 0.2%,0.46,0.44,0.73,0.95,0.002,8-9,-50.24,40.0,0.00377,,332.46,BA 94.2 / IBOA 4.5 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.22wt% / NH4OH(P/E) 3.233g,4.75시간,83.0
S250609C,이민지,난부착용,[917기반] 911 조성 + MMA 4.5% + NDM 0.2%,0.46,0.45,0.74,0.96,0.0006,8-9,-47.45,40.0,0.00377,,332.6,BA 94.2 / MMA 4.5 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt% / NH4OH(P/E) 3.233g,4.75시간,83.0
S250609F,이민지,난부착용,[917기반] 911 조성 + EMA 4.5% + AA 0.5% + NDM 0.2%,0.46,0.45,0.73,0.97,0.0023,8-9,-50.21,50.0,0.00377,,332.62,BA 94.2 / EMA 4.5 / AA 0.5 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt% / NH4OH(P/E) 3.233g,4.75시간,83.0
S250609G,이민지,난부착용,[917기반] 911 조성 + EMA 4.5% + AA 1.3% + 2-HEMA 2% + NDM 0.2%,0.46,0.45,0.76,0.96,0.0024,8-9,-47.36,100.0,0.00377,,332.91,BA 92.2 / EMA 4.5 / 2-HEMA 2 / AA 0.5 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt% / NH4OH(P/E) 3.231g,4.75시간,83.0
S250605H,노항우,논문데이터용,[911기반] SR-1025 2.5% + MMA12/BMA5/AA1,0.48,0.46,0.76,0.97,0.0005,8-9,-35.74,50.0,0.00358,,642.31,BA 82 / MMA 12 / BMA 5 / AA 1,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.14wt%,4.75시간,83.0
S250611A,노항우,논문데이터용,[911기반] SR-1025 2.5% + MMA12/BMA5/AA2,0.47,0.46,0.73,0.97,0.006,8-9,-34.02,50.0,0.00357,,322.26,BA 81 / MMA 12 / BMA 5 / AA 2,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.21wt%,4.75시간,83.0
S250611B,노항우,논문데이터용,[911기반] SR-1025 2.5% + MMA12/BMA5/AA5,0.47,0.45,0.69,0.96,0.01,8-9,-28.85,5100.0,0.00357,,325.82,BA 78 / MMA 12 / BMA 5 / AA 5,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.42wt%,4.75시간,83.0
S250611G,노항우,레이저컷팅용,[911기반] 주모노머 변경 ( BA > BMA ),0.48,,,,,,29.97,,0.0025,,312.76,BMA 89.7 / MMA 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250611H,노항우,레이저컷팅용,[911기반] 주모노머 변경 ( BA > EA ),0.48,0.45,0.61,0.92,0.01,8-9,-14.51,,0.0025,,315.19,EA 89.7 / MMA 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 2.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.15wt%,4.75시간,83.0
S250612A,이민지,난부착용,[917기반] 911 조성 + IBOA 4.5% + NDM 0%,0.47,0.46,0.75,0.97,0.01,8-9,-50.24,80.0,0.00377,,329.43,BA 94.2 / IBOA 4.5 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250612B,이민지,난부착용,[917기반] 911 조성 + IBOA 4.5% + 2HEMA 2% + NDM 0%,0.47,0.46,0.75,0.98,0.0076,8-9,-48.71,80.0,0.00377,,329.26,BA 92.2 / IBOA 4.5 / 2-HEMA 2 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt%,4.75시간,83.0
S250612C,이민지,난부착용,[917기반] 911 조성 + IBOA 4.5% + 2HEMA 2% + NDM 0.1%,0.46,0.45,0.75,0.98,0.0033,8-9,,120.0,0.00377,,332.61,BA 92.2 / IBOA 4.5 / 2-HEMA 2 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt% / NH4OH(P/E) 3.231g,4.75시간,83.0
S250612G,노항우,바이오모노머적용,[911기반] 주모노머 변경 ( BA > NOAA ),0.48,0.43,0.67,0.9,0.01,8-9,,25.0,0.0025,,315.68,NOAA 89.7 / MMA 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.18wt%,4.75시간,83.0
S250612H,노항우,바이오모노머적용,[911기반] 주모노머 변경 ( BA > Visvoat #184 ),0.48,0.46,0.66,0.95,0.0065,8-9,,25.0,0.0025,,315.65,Visvoat#184 89.7 / MMA 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.17wt%,4.75시간,83.0
S250616A,이민지,난부착용,[917기반] 911 조성 + NDM 0.1,0.46,0.46,0.74,0.98,0.01,8-9,-41.92,100.0,0.00377,,332.58,BA 89.7 / MMA 9 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt% / NH4OH(P/E) 3.231g,4.75시간,83.0
S250616B,이민지,난부착용,[917기반] 911 조성 + MMA 4.5% + NDM 0.1,0.46,0.45,0.74,0.97,0.0016,8-9,-47.45,50.0,0.00377,,332.51,BA 94.2 / MMA 4.5 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt% / NH4OH(P/E) 3.231g,4.75시간,83.0
S250617A,이민지,난부착용,[917기반] 911 조성 + 2-HEMA 2%,0.47,0.45,0.73,0.95,0.0046,8-9,-40.34,80.0,0.00377,,328.38,BA 87.7 / MMA 9 / 2-HEMA 2 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250617B,이민지,난부착용,[917기반] 911 조성 + MMA 4.5% + 2-HEMA 2%,0.47,0.46,0.76,0.98,0.0062,8-9,-45.93,70.0,0.00395,,328.38,BA 92.2 / MMA 4.5 / 2-HEMA 2 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250617C,이민지,난부착용,[917기반] 911 조성 + 2-HEMA 2% + NDM 0.1%,0.46,0.44,0.69,0.96,0.0032,8-9,-40.34,90.0,0.00377,,331.71,BA 87.7 / MMA 9 / 2-HEMA 2 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt% / NH4OH(P/E) 3.186g,4.75시간,83.0
S250617D,이민지,난부착용=921,[917기반] 911 조성 + MMA 4.5% + 2-HEMA 2% + NDM 0.1% = 921,0.46,0.45,0.64,0.96,0.0065,8-9,-45.93,100.0,0.00377,,331.71,BA 92.2 / MMA 4.5 / 2-HEMA 2 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt% / NH4OH(P/E) 3.186g,4.75시간,83.0
S250613F,노항우,바이오모노머적용,[913기반] 부모노머 변경 ( CHMA > MEDOL-10 ) : NG(응집),0.47,,,,,,,,0.00414,,326.97,BA 78.7 / MEDOL-10 20 / AA 1.3,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt%,4.75시간,83.0
S250613G,노항우,바이오모노머적용,[913기반] 부모노머 변경 ( CHMA > IBOA ),0.46,0.46,0.68,0.98,0.0044,8-9,-39.92,50.0,0.00414,,330.26,BA 78.7 / IBOA 20 / AA 1.3,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250613H,노항우,바이오모노머적용,[913기반] 부모노머 변경 ( CHMA > IBOMA ),0.47,0.43,0.46,0.93,0.13,8-9,-40.0,50.0,0.00414,,329.62,BA 78.7 / IBOMA 20 / AA 1.3,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.16wt%,4.75시간,83.0
S250624G,이민지,장기보관성개선,[920기반] S250519A 재합성,0.48,0.46,0.73,0.95,0.05,8-9,,40.0,0.0025,,316.02,BA 93.45 / MMA 4.5 / AA 1.3 / HDDA 0.75,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.20wt%,4.75시간,83.0
S250624H,이민지,난부착용,[917기반] S250617D 재합성,0.46,0.45,0.74,0.97,0.0048,8-9,,120.0,0.0025,,332.21,BA 92.2 / MMA 4.5 / 2-HEMA 2 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt% / NH4OH(P/E) 3.186g,4.75시간,83.0
S250619G,노항우,장기보관성개선,[920기반] 주모노머 변경 ( BA > NOAA ),0.48,0.46,0.6,0.95,0.03,8-9,,50.0,0.0025,,316.01,NOAA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.20wt%,4.75시간,83.0
S250619H,노항우,장기보관성개선,[920기반] 주모노머 변경 ( BA : NOAA = 1 : 1 ),0.48,0.42,0.54,0.87,0.01,8-9,,50.0,0.0025,,315.33,BA 47.1 / NOAA 47.1 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.15wt%,4.75시간,83.0
S250617F,노항우,바이오모노머적용,[913기반] 부모노머 변경 ( CHMA > MEDOL-10 : 2차 ) : NG(응집),0.47,,,,,,,,0.00414,,326.97,BA 78.7 / MEDOL-10 20 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.19wt%,4.75시간,83.0
S250617G,노항우,바이오모노머적용,[918기반] EMA 10% 추가 첨가,0.46,0.4,0.61,0.87,0.0035,8-9,,50.0,0.00414,,329.98,BA 32.98 / 2-EHA 32.98 / IBOMA 20 / EMA 10 / 2-HEMA 2 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250617H,노항우,바이오모노머적용,[918기반] MMA 10% 추가 첨가,0.46,0.43,0.71,0.93,0.0011,8-9,,50.0,0.00414,,330.12,BA 32.98 / 2-EHA 32.98 / IBOMA 20 / MMA 10 / 2-HEMA 2 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.19wt%,4.75시간,83.0
S250709A,정주현,WPVC대체용,[913기반] HDDA 0.75%,0.46,0.41,0.45,0.89,0.12,8-9,,40.0,0.00414,,329.97,BA 77.95 / CHMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250709B,정주현,WPVC대체용,[913기반] HDDA 0.75% + CHMA 10%,0.46,0.41,0.45,0.97,0.02,8-9,,100.0,0.00414,,329.97,BA 87.95 / CHMA 10 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250709C,정주현,WPVC대체용,[913기반] HDDA 0.75% + CHMA > IBOA 20%,0.46,0.4,0.39,0.86,0.1,8-9,,40.0,0.00414,,329.97,BA 77.95 / IBOA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250709D,정주현,WPVC대체용,[913기반] HDDA 0.75% + CHMA > IBOA 10%,0.46,0.43,0.65,0.92,0.04,8-9,,40.0,0.00414,,329.97,BA 87.95 / IBOA 10 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83.0
S250714A,이민지,딥드로잉용,[919기반] 2-HEMA 2%,0.46,0.45,0.74,0.97,0.0056,8-9,,50.0,0.00414,,331.21,BA 37.98 / 2-EHA 37.98 / CHMA 20 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
